Entity,Code,Day,p_proj_all_ages
Germany,DEU,2021-05-09,10.06
Germany,DEU,2021-05-16,4.17
Germany,DEU,2021-05-23,2.36
Germany,DEU,2021-05-30,0.6
Germany,DEU,2021-06-06,5.52
Germany,DEU,2021-06-13,2.1
Germany,DEU,2021-06-20,15.01
Germany,DEU,2021-06-27,1.58
Germany,DEU,2021-07-04,-0.16
Germany,DEU,2021-07-11,-3.3
Germany,DEU,2021-07-18,4.74
Germany,DEU,2021-07-25,1.96
Germany,DEU,2021-08-01,-3.58
Germany,DEU,2021-08-08,-2.8
Germany,DEU,2021-08-15,2.41
Germany,DEU,2021-08-22,3.07
Germany,DEU,2021-08-29,2.18
Germany,DEU,2021-09-05,2.36
Germany,DEU,2021-09-12,14.22
Germany,DEU,2021-09-19,7.67
Germany,DEU,2021-09-26,7.97
Germany,DEU,2021-10-03,6.75
Germany,DEU,2021-10-10,6.17
Germany,DEU,2021-10-17,6.31
Germany,DEU,2021-10-24,11.47
Germany,DEU,2021-10-31,14.91
Germany,DEU,2021-11-07,15.65
Germany,DEU,2021-11-14,16.5
Germany,DEU,2021-11-21,23.21
Germany,DEU,2021-11-28,27.11
Germany,DEU,2021-12-05,31.03
Germany,DEU,2021-12-12,27.33
Germany,DEU,2021-12-19,22.03
Germany,DEU,2021-12-26,16.92
Germany,DEU,2022-01-02,17.3
Germany,DEU,2022-01-09,4.76
Germany,DEU,2022-01-16,-1.59
Germany,DEU,2022-01-23,-1.95
Germany,DEU,2022-01-30,-1.15
Germany,DEU,2022-02-06,-2.1
Germany,DEU,2022-02-13,-3.09
Germany,DEU,2022-02-20,-2.42
Germany,DEU,2022-02-27,-8.0
Germany,DEU,2022-03-06,-8.13
Germany,DEU,2022-03-13,-4.02
Germany,DEU,2022-03-20,0.67
Germany,DEU,2022-03-27,4.35
Germany,DEU,2022-04-03,6.1
Greece,GRC,2020-02-16,7.29
Greece,GRC,2020-02-23,-3.91
Greece,GRC,2020-03-01,-2.03
Greece,GRC,2020-03-08,4.89
Greece,GRC,2020-03-15,4.66
Greece,GRC,2020-03-22,5.44
Greece,GRC,2020-03-29,2.86
Greece,GRC,2020-04-05,1.8
Greece,GRC,2020-04-12,-1.01
Greece,GRC,2020-04-19,-3.1
Greece,GRC,2020-04-26,-4.09
Greece,GRC,2020-05-03,-1.03
Greece,GRC,2020-05-10,-5.63
Greece,GRC,2020-05-17,14.26
Greece,GRC,2020-05-24,9.68
Greece,GRC,2020-05-31,-11.79
Greece,GRC,2020-06-07,-5.09
Greece,GRC,2020-06-14,-3.22
Greece,GRC,2020-06-21,-2.37
Greece,GRC,2020-06-28,-6.89
Greece,GRC,2020-07-05,14.86
Greece,GRC,2020-07-12,-0.38
Greece,GRC,2020-07-19,-2.94
Greece,GRC,2020-07-26,-4.19
Greece,GRC,2020-08-02,13.1
Greece,GRC,2020-08-09,3.14
Greece,GRC,2020-08-16,2.34
Greece,GRC,2020-08-23,7.54
Greece,GRC,2020-08-30,4.94
Greece,GRC,2020-09-06,6.41
Greece,GRC,2020-09-13,7.99
Greece,GRC,2020-09-20,10.17
Greece,GRC,2020-09-27,5.72
Greece,GRC,2020-10-04,4.8
Greece,GRC,2020-10-11,1.35
Greece,GRC,2020-10-18,-2.42
Greece,GRC,2020-10-25,0.11
Greece,GRC,2020-11-01,5.66
Greece,GRC,2020-11-08,7.99
Greece,GRC,2020-11-15,18.49
Greece,GRC,2020-11-22,32.0
Greece,GRC,2020-11-29,38.0
Greece,GRC,2020-12-06,37.73
Greece,GRC,2020-12-13,25.48
Greece,GRC,2020-12-20,15.48
Greece,GRC,2020-12-27,4.71
Greece,GRC,2021-01-03,1.64
Greece,GRC,2021-01-10,-7.39
Greece,GRC,2021-01-17,-18.13
Greece,GRC,2021-01-24,-10.22
Greece,GRC,2021-01-31,-9.91
Greece,GRC,2021-02-07,-12.76
Greece,GRC,2021-02-14,-10.37
Greece,GRC,2021-02-21,-2.91
Greece,GRC,2021-02-28,3.07
Greece,GRC,2021-03-07,4.22
Greece,GRC,2021-03-14,4.65
Greece,GRC,2021-03-21,11.59
Greece,GRC,2021-03-28,13.24
Greece,GRC,2021-04-04,22.63
Greece,GRC,2021-04-11,19.32
Greece,GRC,2021-04-18,23.58
Greece,GRC,2021-04-25,12.9
Greece,GRC,2021-05-02,21.06
Greece,GRC,2021-05-09,25.03
Greece,GRC,2021-05-16,7.36
Greece,GRC,2021-05-23,14.65
Greece,GRC,2021-05-30,20.66
Greece,GRC,2021-06-06,3.32
Greece,GRC,2021-06-13,7.23
Greece,GRC,2021-06-20,0.49
Greece,GRC,2021-06-27,21.95
Greece,GRC,2021-07-04,33.67
Greece,GRC,2021-07-11,15.38
Greece,GRC,2021-07-18,15.92
Greece,GRC,2021-07-25,10.42
Greece,GRC,2021-08-01,20.15
Greece,GRC,2021-08-08,61.1
Greece,GRC,2021-08-15,19.59
Greece,GRC,2021-08-22,14.63
Greece,GRC,2021-08-29,25.64
Greece,GRC,2021-09-05,16.26
Greece,GRC,2021-09-12,14.92
Greece,GRC,2021-09-19,28.11
Greece,GRC,2021-09-26,17.13
Greece,GRC,2021-10-03,18.69
Greece,GRC,2021-10-10,14.75
Greece,GRC,2021-10-17,13.05
Greece,GRC,2021-10-24,13.48
Greece,GRC,2021-10-31,21.53
Greece,GRC,2021-11-07,30.11
Greece,GRC,2021-11-14,19.95
Greece,GRC,2021-11-21,26.24
Greece,GRC,2021-11-28,32.05
Greece,GRC,2021-12-05,31.94
Greece,GRC,2021-12-12,36.95
Greece,GRC,2021-12-19,31.69
Greece,GRC,2021-12-26,28.63
Greece,GRC,2022-01-02,24.4
Greece,GRC,2022-01-09,13.84
Greece,GRC,2022-01-16,10.1
Greece,GRC,2022-01-23,10.04
Greece,GRC,2022-01-30,25.42
Greece,GRC,2022-02-06,23.72
Greece,GRC,2022-02-13,17.17
Greece,GRC,2022-02-20,16.58
Greece,GRC,2022-02-27,7.3
Greece,GRC,2022-03-06,8.18
Greece,GRC,2022-03-13,11.3
Greece,GRC,2022-03-20,21.04
Greece,GRC,2022-03-27,23.93
Greece,GRC,2022-04-03,26.15
Iceland,ISL,2020-02-16,2.08
Iceland,ISL,2020-02-23,2.13
Iceland,ISL,2020-03-01,-3.15
Iceland,ISL,2020-03-08,10.62
Iceland,ISL,2020-03-15,-8.7
Iceland,ISL,2020-03-22,-8.02
Iceland,ISL,2020-03-29,-10.42
Iceland,ISL,2020-04-05,13.12
Iceland,ISL,2020-04-12,10.62
Iceland,ISL,2020-04-19,21.46
Iceland,ISL,2020-04-26,-22.57
Iceland,ISL,2020-05-03,7.32
Iceland,ISL,2020-05-10,-12.74
Iceland,ISL,2020-05-17,-2.78
Iceland,ISL,2020-05-24,12.61
Iceland,ISL,2020-05-31,15.21
Iceland,ISL,2020-06-07,-25.76
Iceland,ISL,2020-06-14,-0.99
Iceland,ISL,2020-06-21,-18.85
Iceland,ISL,2020-06-28,-27.08
Iceland,ISL,2020-07-05,-20.09
Iceland,ISL,2020-07-12,17.95
Iceland,ISL,2020-07-19,5.0
Iceland,ISL,2020-07-26,-23.58
Iceland,ISL,2020-08-02,-2.17
Iceland,ISL,2020-08-09,-6.57
Iceland,ISL,2020-08-16,8.04
Iceland,ISL,2020-08-23,-23.42
Iceland,ISL,2020-08-30,-23.91
Iceland,ISL,2020-09-06,37.5
Iceland,ISL,2020-09-13,-5.53
Iceland,ISL,2020-09-20,5.14
Iceland,ISL,2020-09-27,-27.17
Iceland,ISL,2020-10-04,-12.04
Iceland,ISL,2020-10-11,22.69
Iceland,ISL,2020-10-18,9.3
Iceland,ISL,2020-10-25,6.84
Iceland,ISL,2020-11-01,32.7
Iceland,ISL,2020-11-08,27.55
Iceland,ISL,2020-11-15,10.88
Iceland,ISL,2020-11-22,0.0
Iceland,ISL,2020-11-29,-21.87
Iceland,ISL,2020-12-06,-8.45
Iceland,ISL,2020-12-13,6.48
Iceland,ISL,2020-12-20,-3.59
Iceland,ISL,2020-12-27,23.83
Iceland,ISL,2021-01-03,7.48
Iceland,ISL,2021-01-10,-3.85
Iceland,ISL,2021-01-17,16.8
Iceland,ISL,2021-01-24,5.73
Iceland,ISL,2021-01-31,-7.89
Iceland,ISL,2021-02-07,-9.87
Iceland,ISL,2021-02-14,-5.74
Iceland,ISL,2021-02-21,14.11
Iceland,ISL,2021-02-28,-2.54
Iceland,ISL,2021-03-07,3.14
Iceland,ISL,2021-03-14,-11.89
Iceland,ISL,2021-03-21,-9.09
Iceland,ISL,2021-03-28,-13.15
Iceland,ISL,2021-04-04,7.88
Iceland,ISL,2021-04-11,-9.91
Iceland,ISL,2021-04-18,18.94
Iceland,ISL,2021-04-25,-9.27
Iceland,ISL,2021-05-02,3.52
Iceland,ISL,2021-05-09,31.07
Iceland,ISL,2021-05-16,-3.76
Iceland,ISL,2021-05-23,-5.53
Iceland,ISL,2021-05-30,-21.52
Iceland,ISL,2021-06-06,-12.84
Iceland,ISL,2021-06-13,-2.17
Iceland,ISL,2021-06-20,28.08
Iceland,ISL,2021-06-27,14.58
Iceland,ISL,2021-07-04,-6.64
Iceland,ISL,2021-07-11,-2.27
Iceland,ISL,2021-07-18,19.9
Iceland,ISL,2021-07-25,-5.47
Iceland,ISL,2021-08-01,21.74
Iceland,ISL,2021-08-08,27.03
Iceland,ISL,2021-08-15,18.09
Iceland,ISL,2021-08-22,10.0
Iceland,ISL,2021-08-29,0.9
Iceland,ISL,2021-09-05,-2.7
Iceland,ISL,2021-09-12,6.97
Iceland,ISL,2021-09-19,-1.38
Iceland,ISL,2021-09-26,-25.58
Iceland,ISL,2021-10-03,-31.37
Iceland,ISL,2021-10-10,-3.23
Iceland,ISL,2021-10-17,-0.92
Iceland,ISL,2021-10-24,-28.24
Iceland,ISL,2021-10-31,-17.02
Iceland,ISL,2021-11-07,17.92
Iceland,ISL,2021-11-14,47.21
Iceland,ISL,2021-11-21,-14.58
Iceland,ISL,2021-11-28,-4.87
Iceland,ISL,2021-12-05,-4.44
Iceland,ISL,2021-12-12,7.48
Iceland,ISL,2021-12-19,40.55
Iceland,ISL,2021-12-26,11.61
Iceland,ISL,2022-01-02,30.23
Iceland,ISL,2022-01-09,8.28
Iceland,ISL,2022-01-16,9.98
Iceland,ISL,2022-01-23,40.04
Iceland,ISL,2022-01-30,-8.5
Iceland,ISL,2022-02-06,6.61
Iceland,ISL,2022-02-13,-0.2
Iceland,ISL,2022-02-20,13.4
Iceland,ISL,2022-02-27,47.37
Iceland,ISL,2022-03-06,73.72
Iceland,ISL,2022-03-13,57.55
Iceland,ISL,2022-03-20,44.09
Iceland,ISL,2022-03-27,35.2
Iceland,ISL,2022-04-03,38.14
Ireland,IRL,2020-02-16,0.54
Ireland,IRL,2020-02-23,1.5
Ireland,IRL,2020-03-01,-1.59
Ireland,IRL,2020-03-08,-4.55
Ireland,IRL,2020-03-15,0.43
Ireland,IRL,2020-03-22,6.27
Ireland,IRL,2020-03-29,14.71
Ireland,IRL,2020-04-05,43.02
Ireland,IRL,2020-04-12,55.37
Ireland,IRL,2020-04-19,51.48
Ireland,IRL,2020-04-26,32.71
Ireland,IRL,2020-05-03,19.3
Ireland,IRL,2020-05-10,16.59
Ireland,IRL,2020-05-17,10.02
Ireland,IRL,2020-05-24,-0.78
Ireland,IRL,2020-05-31,2.31
Ireland,IRL,2020-06-07,-1.43
Ireland,IRL,2020-06-14,-1.54
Ireland,IRL,2020-06-21,-4.94
Ireland,IRL,2020-06-28,-3.2
Ireland,IRL,2020-07-05,-11.77
Ireland,IRL,2020-07-12,-0.94
Ireland,IRL,2020-07-19,7.96
Ireland,IRL,2020-07-26,0.99
Ireland,IRL,2020-08-02,-5.71
Ireland,IRL,2020-08-09,3.51
Ireland,IRL,2020-08-16,2.3
Ireland,IRL,2020-08-23,1.95
Ireland,IRL,2020-08-30,2.99
Ireland,IRL,2020-09-06,-0.42
Ireland,IRL,2020-09-13,8.55
Ireland,IRL,2020-09-20,-6.58
Ireland,IRL,2020-09-27,-2.63
Ireland,IRL,2020-10-04,10.09
Ireland,IRL,2020-10-11,8.24
Ireland,IRL,2020-10-18,3.93
Ireland,IRL,2020-10-25,4.72
Ireland,IRL,2020-11-01,14.88
Ireland,IRL,2020-11-08,0.59
Ireland,IRL,2020-11-15,3.98
Ireland,IRL,2020-11-22,-2.34
Ireland,IRL,2020-11-29,-3.57
Ireland,IRL,2020-12-06,-1.0
Ireland,IRL,2020-12-13,-8.03
Ireland,IRL,2020-12-20,-6.53
Ireland,IRL,2020-12-27,-6.07
Ireland,IRL,2021-01-03,1.0
Ireland,IRL,2021-01-10,8.85
Ireland,IRL,2021-01-17,25.07
Ireland,IRL,2021-01-24,37.58
Ireland,IRL,2021-01-31,38.06
Ireland,IRL,2021-02-07,28.22
Ireland,IRL,2021-02-14,25.75
Ireland,IRL,2021-02-21,11.86
Ireland,IRL,2021-02-28,4.03
Ireland,IRL,2021-03-07,-4.24
Ireland,IRL,2021-03-14,-16.16
Ireland,IRL,2021-03-21,-9.46
Ireland,IRL,2021-03-28,-4.72
Ireland,IRL,2021-04-04,0.16
Ireland,IRL,2021-04-11,-7.0
Ireland,IRL,2021-04-18,-0.1
Ireland,IRL,2021-04-25,0.91
Ireland,IRL,2021-05-02,1.24
Ireland,IRL,2021-05-09,7.95
Ireland,IRL,2021-05-16,5.81
Ireland,IRL,2021-05-23,1.19
Ireland,IRL,2021-05-30,5.08
Ireland,IRL,2021-06-06,0.9
Ireland,IRL,2021-06-13,5.76
Ireland,IRL,2021-06-20,-6.55
Ireland,IRL,2021-06-27,-3.83
Ireland,IRL,2021-07-04,8.53
Ireland,IRL,2021-07-11,-2.67
Ireland,IRL,2021-07-18,14.77
Ireland,IRL,2021-07-25,23.38
Ireland,IRL,2021-08-01,7.85
Ireland,IRL,2021-08-08,11.55
Ireland,IRL,2021-08-15,17.92
Ireland,IRL,2021-08-22,11.84
Ireland,IRL,2021-08-29,7.8
Ireland,IRL,2021-09-05,13.42
Ireland,IRL,2021-09-12,17.28
Ireland,IRL,2021-09-19,2.34
Ireland,IRL,2021-09-26,11.43
Ireland,IRL,2021-10-03,22.73
Ireland,IRL,2021-10-10,10.68
Ireland,IRL,2021-10-17,14.86
Ireland,IRL,2021-10-24,16.69
Ireland,IRL,2021-10-31,10.42
Ireland,IRL,2021-11-07,29.29
Ireland,IRL,2021-11-14,19.98
Ireland,IRL,2021-11-21,7.92
Ireland,IRL,2021-11-28,20.52
Ireland,IRL,2021-12-05,15.56
Ireland,IRL,2021-12-12,14.08
Ireland,IRL,2021-12-19,3.48
Ireland,IRL,2021-12-26,12.92
Ireland,IRL,2022-01-02,-1.6
Ireland,IRL,2022-01-09,0.05
Ireland,IRL,2022-01-16,-13.15
Ireland,IRL,2022-01-23,-2.02
Ireland,IRL,2022-01-30,-4.75
Ireland,IRL,2022-02-06,-2.17
Ireland,IRL,2022-02-13,-1.8
Ireland,IRL,2022-02-20,-2.05
Ireland,IRL,2022-02-27,4.15
Ireland,IRL,2022-03-06,-0.85
Ireland,IRL,2022-03-13,0.69
Ireland,IRL,2022-03-20,1.34
Ireland,IRL,2022-03-27,7.1
Ireland,IRL,2022-04-03,5.03
Israel,ISR,2020-02-16,-4.63
Israel,ISR,2020-02-23,-1.95
Israel,ISR,2020-03-01,-8.15
Israel,ISR,2020-03-08,-3.56
Israel,ISR,2020-03-15,1.98
Israel,ISR,2020-03-22,0.64
Israel,ISR,2020-03-29,7.63
Israel,ISR,2020-04-05,15.22
Israel,ISR,2020-04-12,2.08
Israel,ISR,2020-04-19,9.32
Israel,ISR,2020-04-26,2.8
Israel,ISR,2020-05-03,-1.08
Israel,ISR,2020-05-10,1.84
Israel,ISR,2020-05-17,2.6
Israel,ISR,2020-05-24,16.75
Israel,ISR,2020-05-31,3.04
Israel,ISR,2020-06-07,1.44
Israel,ISR,2020-06-14,0.99
Israel,ISR,2020-06-21,0.49
Israel,ISR,2020-06-28,-0.52
Israel,ISR,2020-07-05,-1.83
Israel,ISR,2020-07-12,7.04
Israel,ISR,2020-07-19,6.97
Israel,ISR,2020-07-26,0.33
Israel,ISR,2020-08-02,18.75
Israel,ISR,2020-08-09,6.17
Israel,ISR,2020-08-16,19.36
Israel,ISR,2020-08-23,14.14
Israel,ISR,2020-08-30,12.02
Israel,ISR,2020-09-06,13.1
Israel,ISR,2020-09-13,22.44
Israel,ISR,2020-09-20,26.05
Israel,ISR,2020-09-27,27.47
Israel,ISR,2020-10-04,24.77
Israel,ISR,2020-10-11,35.47
Israel,ISR,2020-10-18,27.61
Israel,ISR,2020-10-25,24.24
Israel,ISR,2020-11-01,8.92
Israel,ISR,2020-11-08,5.42
Israel,ISR,2020-11-15,-7.15
Israel,ISR,2020-11-22,7.93
Israel,ISR,2020-11-29,0.77
Israel,ISR,2020-12-06,4.1
Israel,ISR,2020-12-13,0.18
Israel,ISR,2020-12-20,5.13
Israel,ISR,2020-12-27,1.75
Israel,ISR,2021-01-03,13.87
Israel,ISR,2021-01-10,16.11
Israel,ISR,2021-01-17,16.33
Israel,ISR,2021-01-24,19.91
Israel,ISR,2021-01-31,20.01
Israel,ISR,2021-02-07,15.12
Israel,ISR,2021-02-14,9.0
Israel,ISR,2021-02-21,6.76
Israel,ISR,2021-02-28,-0.57
Israel,ISR,2021-03-07,-0.64
Israel,ISR,2021-03-14,7.16
Israel,ISR,2021-03-21,11.38
Israel,ISR,2021-03-28,11.46
Israel,ISR,2021-04-04,0.07
Israel,ISR,2021-04-11,12.07
Israel,ISR,2021-04-18,6.89
Israel,ISR,2021-04-25,2.22
Israel,ISR,2021-05-02,1.18
Israel,ISR,2021-05-09,1.39
Israel,ISR,2021-05-16,6.76
Israel,ISR,2021-05-23,5.45
Israel,ISR,2021-05-30,0.94
Israel,ISR,2021-06-06,-2.73
Israel,ISR,2021-06-13,-2.68
Israel,ISR,2021-06-20,2.75
Israel,ISR,2021-06-27,8.89
Israel,ISR,2021-07-04,6.29
Israel,ISR,2021-07-11,4.29
Israel,ISR,2021-07-18,-5.18
Israel,ISR,2021-07-25,14.36
Israel,ISR,2021-08-01,8.22
Israel,ISR,2021-08-08,18.8
Israel,ISR,2021-08-15,25.09
Israel,ISR,2021-08-22,30.79
Israel,ISR,2021-08-29,29.7
Israel,ISR,2021-09-05,33.6
Israel,ISR,2021-09-12,23.81
Israel,ISR,2021-09-19,30.13
Israel,ISR,2021-09-26,18.69
Israel,ISR,2021-10-03,18.08
Israel,ISR,2021-10-10,17.55
Israel,ISR,2021-10-17,11.03
Israel,ISR,2021-10-24,14.35
Israel,ISR,2021-10-31,4.02
Israel,ISR,2021-11-07,5.12
Israel,ISR,2021-11-14,9.16
Israel,ISR,2021-11-21,-2.92
Israel,ISR,2021-11-28,-3.08
Israel,ISR,2021-12-05,-3.87
Israel,ISR,2021-12-12,7.83
Israel,ISR,2021-12-19,5.41
Israel,ISR,2021-12-26,4.45
Israel,ISR,2022-01-02,9.68
Israel,ISR,2022-01-09,1.63
Israel,ISR,2022-01-16,10.81
Israel,ISR,2022-01-23,29.9
Israel,ISR,2022-01-30,36.64
Israel,ISR,2022-02-06,43.18
Israel,ISR,2022-02-13,33.64
Israel,ISR,2022-02-20,25.09
Israel,ISR,2022-02-27,16.6
Israel,ISR,2022-03-06,10.33
Israel,ISR,2022-03-13,4.13
Israel,ISR,2022-03-20,7.01
Israel,ISR,2022-03-27,12.56
Israel,ISR,2022-04-03,22.0
Italy,ITA,2020-02-16,-3.81
Italy,ITA,2020-02-23,-4.77
Italy,ITA,2020-03-01,-1.08
Italy,ITA,2020-03-08,8.53
Italy,ITA,2020-03-15,38.3
Italy,ITA,2020-03-22,72.92
Italy,ITA,2020-03-29,85.62
Italy,ITA,2020-04-05,68.98
Italy,ITA,2020-04-12,56.04
Italy,ITA,2020-04-19,40.18
Italy,ITA,2020-04-26,25.15
Italy,ITA,2020-05-03,13.55
Italy,ITA,2020-05-10,8.76
Italy,ITA,2020-05-17,6.42
Italy,ITA,2020-05-24,0.75
Italy,ITA,2020-05-31,-1.36
Italy,ITA,2020-06-07,-2.21
Italy,ITA,2020-06-14,-5.3
Italy,ITA,2020-06-21,-0.45
Italy,ITA,2020-06-28,7.4
Italy,ITA,2020-07-05,7.78
Italy,ITA,2020-07-12,-2.22
Italy,ITA,2020-07-19,-5.09
Italy,ITA,2020-07-26,-4.42
Italy,ITA,2020-08-02,7.74
Italy,ITA,2020-08-09,-0.39
Italy,ITA,2020-08-16,9.34
Italy,ITA,2020-08-23,8.85
Italy,ITA,2020-08-30,7.92
Italy,ITA,2020-09-06,5.09
Italy,ITA,2020-09-13,7.9
Italy,ITA,2020-09-20,8.46
Italy,ITA,2020-09-27,1.85
Italy,ITA,2020-10-04,7.02
Italy,ITA,2020-10-11,4.12
Italy,ITA,2020-10-18,9.47
Italy,ITA,2020-10-25,23.29
Italy,ITA,2020-11-01,35.53
Italy,ITA,2020-11-08,46.22
Italy,ITA,2020-11-15,54.68
Italy,ITA,2020-11-22,55.22
Italy,ITA,2020-11-29,55.66
Italy,ITA,2020-12-06,43.99
Italy,ITA,2020-12-13,35.51
Italy,ITA,2020-12-20,27.73
Italy,ITA,2020-12-27,12.83
Italy,ITA,2021-01-03,17.4
Italy,ITA,2021-01-10,9.5
Italy,ITA,2021-01-17,8.0
Italy,ITA,2021-01-24,11.41
Italy,ITA,2021-01-31,9.91
Italy,ITA,2021-02-07,5.78
Italy,ITA,2021-02-14,-0.02
Italy,ITA,2021-02-21,5.64
Italy,ITA,2021-02-28,3.87
Italy,ITA,2021-03-07,6.66
Italy,ITA,2021-03-14,12.74
Italy,ITA,2021-03-21,18.16
Italy,ITA,2021-03-28,26.18
Italy,ITA,2021-04-04,26.21
Italy,ITA,2021-04-11,23.2
Italy,ITA,2021-04-18,20.77
Italy,ITA,2021-04-25,22.11
Italy,ITA,2021-05-02,17.12
Italy,ITA,2021-05-09,10.75
Italy,ITA,2021-05-16,7.4
Italy,ITA,2021-05-23,8.46
Italy,ITA,2021-05-30,5.81
Italy,ITA,2021-06-06,7.56
Italy,ITA,2021-06-13,4.34
Italy,ITA,2021-06-20,3.77
Italy,ITA,2021-06-27,15.36
Italy,ITA,2021-07-04,10.67
Italy,ITA,2021-07-11,4.82
Italy,ITA,2021-07-18,-0.3
Italy,ITA,2021-07-25,4.41
Italy,ITA,2021-08-01,7.95
Italy,ITA,2021-08-08,7.23
Italy,ITA,2021-08-15,13.22
Italy,ITA,2021-08-22,13.73
Italy,ITA,2021-08-29,10.49
Italy,ITA,2021-09-05,10.47
Italy,ITA,2021-09-12,13.47
Italy,ITA,2021-09-19,13.68
Italy,ITA,2021-09-26,6.9
Italy,ITA,2021-10-03,5.24
Italy,ITA,2021-10-10,1.48
Italy,ITA,2021-10-17,6.56
Italy,ITA,2021-10-24,12.43
Italy,ITA,2021-10-31,7.81
Italy,ITA,2021-11-07,10.45
Italy,ITA,2021-11-14,8.06
Italy,ITA,2021-11-21,6.17
Italy,ITA,2021-11-28,5.51
Italy,ITA,2021-12-05,14.54
Italy,ITA,2021-12-12,14.07
Italy,ITA,2021-12-19,16.2
Italy,ITA,2021-12-26,13.96
Italy,ITA,2022-01-02,8.06
Italy,ITA,2022-01-09,3.94
Italy,ITA,2022-01-16,8.03
Italy,ITA,2022-01-23,10.4
Italy,ITA,2022-01-30,16.5
Italy,ITA,2022-02-06,13.98
Italy,ITA,2022-02-13,8.88
Italy,ITA,2022-02-20,3.66
Italy,ITA,2022-02-27,0.06
Italy,ITA,2022-03-06,0.86
Italy,ITA,2022-03-13,4.22
Italy,ITA,2022-03-20,6.79
Italy,ITA,2022-03-27,8.2
Italy,ITA,2022-04-03,9.68
Japan,JPN,2020-02-29,-4.46
Japan,JPN,2020-03-31,-3.9
Japan,JPN,2020-04-30,-0.81
Japan,JPN,2020-05-31,-3.17
Japan,JPN,2020-06-30,-3.39
Japan,JPN,2020-07-31,-3.9
Japan,JPN,2020-08-31,0.25
Japan,JPN,2020-09-30,-1.02
Japan,JPN,2020-10-31,0.77
Japan,JPN,2020-11-30,-1.4
Japan,JPN,2020-12-31,3.06
Japan,JPN,2021-01-31,-1.17
Japan,JPN,2021-02-28,-4.47
Japan,JPN,2021-03-31,-1.97
Japan,JPN,2021-04-30,1.55
Japan,JPN,2021-05-31,4.07
Japan,JPN,2021-06-30,2.56
Japan,JPN,2021-07-31,0.94
Japan,JPN,2021-08-31,3.9
Japan,JPN,2021-09-30,4.57
Japan,JPN,2021-10-31,1.32
Japan,JPN,2021-11-30,0.49
Japan,JPN,2021-12-31,2.07
Japan,JPN,2022-01-31,-0.41
Japan,JPN,2022-02-28,9.36
Japan,JPN,2022-03-31,8.92
Latvia,LVA,2020-02-16,-8.98
Latvia,LVA,2020-02-23,-12.08
Latvia,LVA,2020-03-01,-15.94
Latvia,LVA,2020-03-08,-17.35
Latvia,LVA,2020-03-15,-6.41
Latvia,LVA,2020-03-22,-8.51
Latvia,LVA,2020-03-29,-9.68
Latvia,LVA,2020-04-05,-0.8
Latvia,LVA,2020-04-12,-0.25
Latvia,LVA,2020-04-19,-5.65
Latvia,LVA,2020-04-26,2.71
Latvia,LVA,2020-05-03,3.65
Latvia,LVA,2020-05-10,-15.2
Latvia,LVA,2020-05-17,12.07
Latvia,LVA,2020-05-24,4.47
Latvia,LVA,2020-05-31,-2.5
Latvia,LVA,2020-06-07,1.86
Latvia,LVA,2020-06-14,10.43
Latvia,LVA,2020-06-21,-1.57
Latvia,LVA,2020-06-28,13.68
Latvia,LVA,2020-07-05,5.52
Latvia,LVA,2020-07-12,-5.68
Latvia,LVA,2020-07-19,0.46
Latvia,LVA,2020-07-26,0.86
Latvia,LVA,2020-08-02,1.02
Latvia,LVA,2020-08-09,6.41
Latvia,LVA,2020-08-16,7.64
Latvia,LVA,2020-08-23,8.3
Latvia,LVA,2020-08-30,-0.13
Latvia,LVA,2020-09-06,2.56
Latvia,LVA,2020-09-13,-3.02
Latvia,LVA,2020-09-20,-2.21
Latvia,LVA,2020-09-27,2.52
Latvia,LVA,2020-10-04,2.41
Latvia,LVA,2020-10-11,-1.44
Latvia,LVA,2020-10-18,5.05
Latvia,LVA,2020-10-25,11.69
Latvia,LVA,2020-11-01,5.04
Latvia,LVA,2020-11-08,10.54
Latvia,LVA,2020-11-15,9.79
Latvia,LVA,2020-11-22,13.21
Latvia,LVA,2020-11-29,16.52
Latvia,LVA,2020-12-06,23.71
Latvia,LVA,2020-12-13,31.08
Latvia,LVA,2020-12-20,25.34
Latvia,LVA,2020-12-27,42.11
Latvia,LVA,2021-01-03,28.77
Latvia,LVA,2021-01-10,39.4
Latvia,LVA,2021-01-17,35.25
Latvia,LVA,2021-01-24,27.94
Latvia,LVA,2021-01-31,30.7
Latvia,LVA,2021-02-07,28.31
Latvia,LVA,2021-02-14,22.54
Latvia,LVA,2021-02-21,14.35
Latvia,LVA,2021-02-28,8.58
Latvia,LVA,2021-03-07,-2.71
Latvia,LVA,2021-03-14,-0.16
Latvia,LVA,2021-03-21,8.01
Latvia,LVA,2021-03-28,-1.41
Latvia,LVA,2021-04-04,4.16
Latvia,LVA,2021-04-11,-2.65
Latvia,LVA,2021-04-18,5.3
Latvia,LVA,2021-04-25,11.17
Latvia,LVA,2021-05-02,17.32
Latvia,LVA,2021-05-09,21.51
Latvia,LVA,2021-05-16,23.54
Latvia,LVA,2021-05-23,16.8
Latvia,LVA,2021-05-30,11.59
Latvia,LVA,2021-06-06,10.34
Latvia,LVA,2021-06-13,29.71
Latvia,LVA,2021-06-20,11.63
Latvia,LVA,2021-06-27,37.36
Latvia,LVA,2021-07-04,26.07
Latvia,LVA,2021-07-11,21.04
Latvia,LVA,2021-07-18,26.91
Latvia,LVA,2021-07-25,-1.57
