Entity,Code,Day,Daily hospital occupancy
Slovenia,SVN,2020-05-10,41
Slovenia,SVN,2020-05-11,42
Slovenia,SVN,2020-05-12,40
Slovenia,SVN,2020-05-13,38
Slovenia,SVN,2020-05-14,32
Slovenia,SVN,2020-05-15,29
Slovenia,SVN,2020-05-16,27
Slovenia,SVN,2020-05-17,26
Slovenia,SVN,2020-05-18,25
Slovenia,SVN,2020-05-19,24
Slovenia,SVN,2020-05-20,23
Slovenia,SVN,2020-05-21,21
Slovenia,SVN,2020-05-22,21
Slovenia,SVN,2020-05-23,18
Slovenia,SVN,2020-05-24,18
Slovenia,SVN,2020-05-25,16
Slovenia,SVN,2020-05-26,9
Slovenia,SVN,2020-05-27,8
Slovenia,SVN,2020-05-28,7
Slovenia,SVN,2020-05-29,7
Slovenia,SVN,2020-05-30,7
Slovenia,SVN,2020-05-31,6
Slovenia,SVN,2020-06-01,5
Slovenia,SVN,2020-06-02,5
Slovenia,SVN,2020-06-03,5
Slovenia,SVN,2020-06-04,5
Slovenia,SVN,2020-06-05,6
Slovenia,SVN,2020-06-06,6
Slovenia,SVN,2020-06-07,5
Slovenia,SVN,2020-06-08,5
Slovenia,SVN,2020-06-09,6
Slovenia,SVN,2020-06-10,6
Slovenia,SVN,2020-06-11,6
Slovenia,SVN,2020-06-12,6
Slovenia,SVN,2020-06-13,6
Slovenia,SVN,2020-06-14,6
Slovenia,SVN,2020-06-15,7
Slovenia,SVN,2020-06-16,7
Slovenia,SVN,2020-06-17,7
Slovenia,SVN,2020-06-18,6
Slovenia,SVN,2020-06-19,8
Slovenia,SVN,2020-06-20,6
Slovenia,SVN,2020-06-21,6
Slovenia,SVN,2020-06-22,6
Slovenia,SVN,2020-06-23,5
Slovenia,SVN,2020-06-24,7
Slovenia,SVN,2020-06-25,7
Slovenia,SVN,2020-06-26,8
Slovenia,SVN,2020-06-27,8
Slovenia,SVN,2020-06-28,7
Slovenia,SVN,2020-06-29,8
Slovenia,SVN,2020-06-30,8
Slovenia,SVN,2020-07-01,8
Slovenia,SVN,2020-07-02,9
Slovenia,SVN,2020-07-03,10
Slovenia,SVN,2020-07-04,6
Slovenia,SVN,2020-07-05,6
Slovenia,SVN,2020-07-06,11
Slovenia,SVN,2020-07-07,12
Slovenia,SVN,2020-07-08,14
Slovenia,SVN,2020-07-09,15
Slovenia,SVN,2020-07-10,16
Slovenia,SVN,2020-07-11,16
Slovenia,SVN,2020-07-12,16
Slovenia,SVN,2020-07-13,17
Slovenia,SVN,2020-07-14,17
Slovenia,SVN,2020-07-15,16
Slovenia,SVN,2020-07-16,18
Slovenia,SVN,2020-07-17,19
Slovenia,SVN,2020-07-18,19
Slovenia,SVN,2020-07-19,19
Slovenia,SVN,2020-07-20,19
Slovenia,SVN,2020-07-21,22
Slovenia,SVN,2020-07-22,22
Slovenia,SVN,2020-07-23,24
Slovenia,SVN,2020-07-24,23
Slovenia,SVN,2020-07-25,19
Slovenia,SVN,2020-07-26,21
Slovenia,SVN,2020-07-27,20
Slovenia,SVN,2020-07-28,17
Slovenia,SVN,2020-07-29,21
Slovenia,SVN,2020-07-30,22
Slovenia,SVN,2020-07-31,24
Slovenia,SVN,2020-08-01,22
Slovenia,SVN,2020-08-02,22
Slovenia,SVN,2020-08-03,20
Slovenia,SVN,2020-08-04,22
Slovenia,SVN,2020-08-05,22
Slovenia,SVN,2020-08-06,24
Slovenia,SVN,2020-08-07,24
Slovenia,SVN,2020-08-08,22
Slovenia,SVN,2020-08-09,24
Slovenia,SVN,2020-08-10,24
Slovenia,SVN,2020-08-11,23
Slovenia,SVN,2020-08-12,23
Slovenia,SVN,2020-08-13,19
Slovenia,SVN,2020-08-14,18
Slovenia,SVN,2020-08-15,16
Slovenia,SVN,2020-08-16,17
Slovenia,SVN,2020-08-17,19
Slovenia,SVN,2020-08-18,16
Slovenia,SVN,2020-08-19,17
Slovenia,SVN,2020-08-20,17
Slovenia,SVN,2020-08-21,18
Slovenia,SVN,2020-08-22,18
Slovenia,SVN,2020-08-23,17
Slovenia,SVN,2020-08-24,17
Slovenia,SVN,2020-08-25,17
Slovenia,SVN,2020-08-26,20
Slovenia,SVN,2020-08-27,23
Slovenia,SVN,2020-08-28,22
Slovenia,SVN,2020-08-29,23
Slovenia,SVN,2020-08-30,24
Slovenia,SVN,2020-08-31,25
Slovenia,SVN,2020-09-01,25
Slovenia,SVN,2020-09-02,26
Slovenia,SVN,2020-09-03,26
Slovenia,SVN,2020-09-04,24
Slovenia,SVN,2020-09-05,22
Slovenia,SVN,2020-09-06,23
Slovenia,SVN,2020-09-07,26
Slovenia,SVN,2020-09-08,28
Slovenia,SVN,2020-09-09,27
Slovenia,SVN,2020-09-10,26
Slovenia,SVN,2020-09-11,27
Slovenia,SVN,2020-09-12,31
Slovenia,SVN,2020-09-13,38
Slovenia,SVN,2020-09-14,42
Slovenia,SVN,2020-09-15,50
Slovenia,SVN,2020-09-16,61
Slovenia,SVN,2020-09-17,62
Slovenia,SVN,2020-09-18,67
Slovenia,SVN,2020-09-19,67
Slovenia,SVN,2020-09-20,66
Slovenia,SVN,2020-09-21,70
Slovenia,SVN,2020-09-22,71
Slovenia,SVN,2020-09-23,65
Slovenia,SVN,2020-09-24,63
Slovenia,SVN,2020-09-25,60
Slovenia,SVN,2020-09-26,72
Slovenia,SVN,2020-09-27,80
Slovenia,SVN,2020-09-28,79
Slovenia,SVN,2020-09-29,84
Slovenia,SVN,2020-09-30,86
Slovenia,SVN,2020-10-01,86
Slovenia,SVN,2020-10-02,86
Slovenia,SVN,2020-10-03,94
Slovenia,SVN,2020-10-04,101
Slovenia,SVN,2020-10-05,107
Slovenia,SVN,2020-10-06,111
Slovenia,SVN,2020-10-07,122
Slovenia,SVN,2020-10-08,131
Slovenia,SVN,2020-10-09,138
Slovenia,SVN,2020-10-10,149
Slovenia,SVN,2020-10-11,158
Slovenia,SVN,2020-10-12,172
Slovenia,SVN,2020-10-13,180
Slovenia,SVN,2020-10-14,210
Slovenia,SVN,2020-10-15,222
Slovenia,SVN,2020-10-16,240
Slovenia,SVN,2020-10-17,250
Slovenia,SVN,2020-10-18,265
Slovenia,SVN,2020-10-19,291
Slovenia,SVN,2020-10-20,313
Slovenia,SVN,2020-10-21,333
Slovenia,SVN,2020-10-22,356
Slovenia,SVN,2020-10-23,394
Slovenia,SVN,2020-10-24,449
Slovenia,SVN,2020-10-25,508
Slovenia,SVN,2020-10-26,523
Slovenia,SVN,2020-10-27,560
Slovenia,SVN,2020-10-28,612
Slovenia,SVN,2020-10-29,660
Slovenia,SVN,2020-10-30,703
Slovenia,SVN,2020-10-31,779
Slovenia,SVN,2020-11-01,821
Slovenia,SVN,2020-11-02,868
Slovenia,SVN,2020-11-03,925
Slovenia,SVN,2020-11-04,979
Slovenia,SVN,2020-11-05,1023
Slovenia,SVN,2020-11-06,1069
Slovenia,SVN,2020-11-07,1084
Slovenia,SVN,2020-11-08,1125
Slovenia,SVN,2020-11-09,1143
Slovenia,SVN,2020-11-10,1171
Slovenia,SVN,2020-11-11,1192
Slovenia,SVN,2020-11-12,1210
Slovenia,SVN,2020-11-13,1199
Slovenia,SVN,2020-11-14,1224
Slovenia,SVN,2020-11-15,1261
Slovenia,SVN,2020-11-16,1264
Slovenia,SVN,2020-11-17,1275
Slovenia,SVN,2020-11-18,1280
Slovenia,SVN,2020-11-19,1238
Slovenia,SVN,2020-11-20,1254
Slovenia,SVN,2020-11-21,1219
Slovenia,SVN,2020-11-22,1244
Slovenia,SVN,2020-11-23,1292
Slovenia,SVN,2020-11-24,1299
Slovenia,SVN,2020-11-25,1297
Slovenia,SVN,2020-11-26,1302
Slovenia,SVN,2020-11-27,1324
Slovenia,SVN,2020-11-28,1257
Slovenia,SVN,2020-11-29,1278
Slovenia,SVN,2020-11-30,1298
Slovenia,SVN,2020-12-01,1299
Slovenia,SVN,2020-12-02,1285
Slovenia,SVN,2020-12-03,1289
Slovenia,SVN,2020-12-04,1284
Slovenia,SVN,2020-12-05,1272
Slovenia,SVN,2020-12-06,1302
Slovenia,SVN,2020-12-07,1301
Slovenia,SVN,2020-12-08,1304
Slovenia,SVN,2020-12-09,1282
Slovenia,SVN,2020-12-10,1258
Slovenia,SVN,2020-12-11,1268
Slovenia,SVN,2020-12-12,1276
Slovenia,SVN,2020-12-13,1315
Slovenia,SVN,2020-12-14,1320
Slovenia,SVN,2020-12-15,1284
Slovenia,SVN,2020-12-16,1251
Slovenia,SVN,2020-12-17,1229
Slovenia,SVN,2020-12-18,1212
Slovenia,SVN,2020-12-19,1199
Slovenia,SVN,2020-12-20,1214
Slovenia,SVN,2020-12-21,1271
Slovenia,SVN,2020-12-22,1261
Slovenia,SVN,2020-12-23,1226
Slovenia,SVN,2020-12-24,1189
Slovenia,SVN,2020-12-25,1142
Slovenia,SVN,2020-12-26,1165
Slovenia,SVN,2020-12-27,1179
Slovenia,SVN,2020-12-28,1221
Slovenia,SVN,2020-12-29,1170
Slovenia,SVN,2020-12-30,1172
Slovenia,SVN,2020-12-31,1174
Slovenia,SVN,2021-01-01,1110
Slovenia,SVN,2021-01-02,1111
Slovenia,SVN,2021-01-03,1173
Slovenia,SVN,2021-01-04,1209
Slovenia,SVN,2021-01-05,1193
Slovenia,SVN,2021-01-06,1177
Slovenia,SVN,2021-01-07,1169
Slovenia,SVN,2021-01-08,1160
Slovenia,SVN,2021-01-09,1143
Slovenia,SVN,2021-01-10,1192
Slovenia,SVN,2021-01-11,1205
Slovenia,SVN,2021-01-12,1202
Slovenia,SVN,2021-01-13,1244
Slovenia,SVN,2021-01-14,1266
Slovenia,SVN,2021-01-15,1266
Slovenia,SVN,2021-01-16,1224
Slovenia,SVN,2021-01-17,1220
Slovenia,SVN,2021-01-18,1237
Slovenia,SVN,2021-01-19,1200
Slovenia,SVN,2021-01-20,1178
Slovenia,SVN,2021-01-21,1159
Slovenia,SVN,2021-01-22,1140
Slovenia,SVN,2021-01-23,1129
Slovenia,SVN,2021-01-24,1149
Slovenia,SVN,2021-01-25,1173
Slovenia,SVN,2021-01-26,1157
Slovenia,SVN,2021-01-27,1144
Slovenia,SVN,2021-01-28,1106
Slovenia,SVN,2021-01-29,1082
Slovenia,SVN,2021-01-30,1047
Slovenia,SVN,2021-01-31,1053
Slovenia,SVN,2021-02-01,1066
Slovenia,SVN,2021-02-02,1032
Slovenia,SVN,2021-02-03,1012
Slovenia,SVN,2021-02-04,989
Slovenia,SVN,2021-02-05,988
Slovenia,SVN,2021-02-06,926
Slovenia,SVN,2021-02-07,931
Slovenia,SVN,2021-02-08,946
Slovenia,SVN,2021-02-09,945
Slovenia,SVN,2021-02-10,864
Slovenia,SVN,2021-02-11,828
Slovenia,SVN,2021-02-12,789
Slovenia,SVN,2021-02-13,738
Slovenia,SVN,2021-02-14,740
Slovenia,SVN,2021-02-15,738
Slovenia,SVN,2021-02-16,691
Slovenia,SVN,2021-02-17,648
Slovenia,SVN,2021-02-18,619
Slovenia,SVN,2021-02-19,623
Slovenia,SVN,2021-02-20,579
Slovenia,SVN,2021-02-21,566
Slovenia,SVN,2021-02-22,584
Slovenia,SVN,2021-02-23,567
Slovenia,SVN,2021-02-24,546
Slovenia,SVN,2021-02-25,546
Slovenia,SVN,2021-02-26,529
Slovenia,SVN,2021-02-27,513
Slovenia,SVN,2021-02-28,529
Slovenia,SVN,2021-03-01,543
Slovenia,SVN,2021-03-02,528
Slovenia,SVN,2021-03-03,516
Slovenia,SVN,2021-03-04,511
Slovenia,SVN,2021-03-05,521
Slovenia,SVN,2021-03-06,498
Slovenia,SVN,2021-03-07,510
Slovenia,SVN,2021-03-08,527
Slovenia,SVN,2021-03-09,506
Slovenia,SVN,2021-03-10,485
Slovenia,SVN,2021-03-11,453
Slovenia,SVN,2021-03-12,437
Slovenia,SVN,2021-03-13,431
Slovenia,SVN,2021-03-14,438
Slovenia,SVN,2021-03-15,463
Slovenia,SVN,2021-03-16,451
Slovenia,SVN,2021-03-17,444
Slovenia,SVN,2021-03-18,462
Slovenia,SVN,2021-03-19,485
Slovenia,SVN,2021-03-20,458
Slovenia,SVN,2021-03-21,473
Slovenia,SVN,2021-03-22,494
Slovenia,SVN,2021-03-23,507
Slovenia,SVN,2021-03-24,500
Slovenia,SVN,2021-03-25,501
Slovenia,SVN,2021-03-26,500
Slovenia,SVN,2021-03-27,497
Slovenia,SVN,2021-03-28,499
Slovenia,SVN,2021-03-29,526
Slovenia,SVN,2021-03-30,515
Slovenia,SVN,2021-03-31,500
Slovenia,SVN,2021-04-01,518
Slovenia,SVN,2021-04-02,515
Slovenia,SVN,2021-04-03,531
Slovenia,SVN,2021-04-04,534
Slovenia,SVN,2021-04-05,556
Slovenia,SVN,2021-04-06,573
Slovenia,SVN,2021-04-07,581
Slovenia,SVN,2021-04-08,599
Slovenia,SVN,2021-04-09,618
Slovenia,SVN,2021-04-10,605
Slovenia,SVN,2021-04-11,615
Slovenia,SVN,2021-04-12,636
Slovenia,SVN,2021-04-13,617
Slovenia,SVN,2021-04-14,622
Slovenia,SVN,2021-04-15,624
Slovenia,SVN,2021-04-16,639
Slovenia,SVN,2021-04-17,629
Slovenia,SVN,2021-04-18,631
Slovenia,SVN,2021-04-19,652
Slovenia,SVN,2021-04-20,649
Slovenia,SVN,2021-04-21,631
Slovenia,SVN,2021-04-22,620
Slovenia,SVN,2021-04-23,629
Slovenia,SVN,2021-04-24,618
Slovenia,SVN,2021-04-25,630
Slovenia,SVN,2021-04-26,643
Slovenia,SVN,2021-04-27,649
Slovenia,SVN,2021-04-28,621
Slovenia,SVN,2021-04-29,636
Slovenia,SVN,2021-04-30,626
Slovenia,SVN,2021-05-01,616
Slovenia,SVN,2021-05-02,605
Slovenia,SVN,2021-05-03,608
Slovenia,SVN,2021-05-04,584
Slovenia,SVN,2021-05-05,560
Slovenia,SVN,2021-05-06,551
Slovenia,SVN,2021-05-07,538
Slovenia,SVN,2021-05-08,503
Slovenia,SVN,2021-05-09,499
Slovenia,SVN,2021-05-10,509
Slovenia,SVN,2021-05-11,477
Slovenia,SVN,2021-05-12,463
Slovenia,SVN,2021-05-13,450
Slovenia,SVN,2021-05-14,443
Slovenia,SVN,2021-05-15,421
Slovenia,SVN,2021-05-16,408
Slovenia,SVN,2021-05-17,407
Slovenia,SVN,2021-05-18,383
Slovenia,SVN,2021-05-19,368
Slovenia,SVN,2021-05-20,362
Slovenia,SVN,2021-05-21,348
Slovenia,SVN,2021-05-22,319
Slovenia,SVN,2021-05-23,306
Slovenia,SVN,2021-05-24,316
Slovenia,SVN,2021-05-25,295
Slovenia,SVN,2021-05-26,277
Slovenia,SVN,2021-05-27,265
Slovenia,SVN,2021-05-28,252
Slovenia,SVN,2021-05-29,233
Slovenia,SVN,2021-05-30,242
Slovenia,SVN,2021-05-31,245
Slovenia,SVN,2021-06-01,227
Slovenia,SVN,2021-06-02,214
Slovenia,SVN,2021-06-03,213
Slovenia,SVN,2021-06-04,205
Slovenia,SVN,2021-06-05,201
Slovenia,SVN,2021-06-06,198
Slovenia,SVN,2021-06-07,203
Slovenia,SVN,2021-06-08,195
Slovenia,SVN,2021-06-09,188
Slovenia,SVN,2021-06-10,172
Slovenia,SVN,2021-06-11,165
Slovenia,SVN,2021-06-12,138
Slovenia,SVN,2021-06-13,135
Slovenia,SVN,2021-06-14,134
Slovenia,SVN,2021-06-15,122
Slovenia,SVN,2021-06-16,121
Slovenia,SVN,2021-06-17,112
Slovenia,SVN,2021-06-18,109
Slovenia,SVN,2021-06-19,101
Slovenia,SVN,2021-06-20,102
Slovenia,SVN,2021-06-21,105
Slovenia,SVN,2021-06-22,92
Slovenia,SVN,2021-06-23,83
Slovenia,SVN,2021-06-24,80
Slovenia,SVN,2021-06-25,74
Slovenia,SVN,2021-06-26,74
Slovenia,SVN,2021-06-27,75
Slovenia,SVN,2021-06-28,74
Slovenia,SVN,2021-06-29,71
Slovenia,SVN,2021-06-30,68
Slovenia,SVN,2021-07-01,66
Slovenia,SVN,2021-07-02,64
Slovenia,SVN,2021-07-03,61
Slovenia,SVN,2021-07-04,60
Slovenia,SVN,2021-07-05,58
Slovenia,SVN,2021-07-06,59
Slovenia,SVN,2021-07-07,52
Slovenia,SVN,2021-07-08,47
Slovenia,SVN,2021-07-09,41
Slovenia,SVN,2021-07-10,43
Slovenia,SVN,2021-07-11,43
Slovenia,SVN,2021-07-12,41
Slovenia,SVN,2021-07-13,39
Slovenia,SVN,2021-07-14,34
Slovenia,SVN,2021-07-15,32
Slovenia,SVN,2021-07-16,30
Slovenia,SVN,2021-07-17,28
Slovenia,SVN,2021-07-18,29
Slovenia,SVN,2021-07-19,30
Slovenia,SVN,2021-07-20,28
Slovenia,SVN,2021-07-21,27
Slovenia,SVN,2021-07-22,27
Slovenia,SVN,2021-07-23,29
Slovenia,SVN,2021-07-24,29
Slovenia,SVN,2021-07-25,29
Slovenia,SVN,2021-07-26,29
Slovenia,SVN,2021-07-27,28
Slovenia,SVN,2021-07-28,28
Slovenia,SVN,2021-07-29,29
Slovenia,SVN,2021-07-30,30
Slovenia,SVN,2021-07-31,29
Slovenia,SVN,2021-08-01,29
Slovenia,SVN,2021-08-02,31
Slovenia,SVN,2021-08-03,30
Slovenia,SVN,2021-08-04,30
Slovenia,SVN,2021-08-05,28
Slovenia,SVN,2021-08-06,29
Slovenia,SVN,2021-08-07,32
Slovenia,SVN,2021-08-08,31
Slovenia,SVN,2021-08-09,32
Slovenia,SVN,2021-08-10,36
Slovenia,SVN,2021-08-11,36
Slovenia,SVN,2021-08-12,40
Slovenia,SVN,2021-08-13,42
Slovenia,SVN,2021-08-14,42
Slovenia,SVN,2021-08-15,43
Slovenia,SVN,2021-08-16,45
Slovenia,SVN,2021-08-17,49
Slovenia,SVN,2021-08-18,57
Slovenia,SVN,2021-08-19,56
Slovenia,SVN,2021-08-20,54
Slovenia,SVN,2021-08-21,66
Slovenia,SVN,2021-08-22,66
Slovenia,SVN,2021-08-23,75
Slovenia,SVN,2021-08-24,86
Slovenia,SVN,2021-08-25,89
Slovenia,SVN,2021-08-26,105
Slovenia,SVN,2021-08-27,117
Slovenia,SVN,2021-08-28,121
Slovenia,SVN,2021-08-29,129
Slovenia,SVN,2021-08-30,141
Slovenia,SVN,2021-08-31,146
Slovenia,SVN,2021-09-01,159
Slovenia,SVN,2021-09-02,162
Slovenia,SVN,2021-09-03,180
Slovenia,SVN,2021-09-04,189
Slovenia,SVN,2021-09-05,209
Slovenia,SVN,2021-09-06,215
Slovenia,SVN,2021-09-07,229
Slovenia,SVN,2021-09-08,243
Slovenia,SVN,2021-09-09,269
Slovenia,SVN,2021-09-10,278
Slovenia,SVN,2021-09-11,274
Slovenia,SVN,2021-09-12,292
Slovenia,SVN,2021-09-13,312
Slovenia,SVN,2021-09-14,333
Slovenia,SVN,2021-09-15,347
Slovenia,SVN,2021-09-16,341
Slovenia,SVN,2021-09-17,348
Slovenia,SVN,2021-09-18,360
Slovenia,SVN,2021-09-19,360
Slovenia,SVN,2021-09-20,364
Slovenia,SVN,2021-09-21,378
Slovenia,SVN,2021-09-22,388
Slovenia,SVN,2021-09-23,391
Slovenia,SVN,2021-09-24,404
Slovenia,SVN,2021-09-25,381
Slovenia,SVN,2021-09-26,397
Slovenia,SVN,2021-09-27,426
Slovenia,SVN,2021-09-28,419
Slovenia,SVN,2021-09-29,403
Slovenia,SVN,2021-09-30,420
Slovenia,SVN,2021-10-01,419
Slovenia,SVN,2021-10-02,422
Slovenia,SVN,2021-10-03,424
Slovenia,SVN,2021-10-04,431
Slovenia,SVN,2021-10-05,426
Slovenia,SVN,2021-10-06,400
Slovenia,SVN,2021-10-07,413
Slovenia,SVN,2021-10-08,413
Slovenia,SVN,2021-10-09,423
Slovenia,SVN,2021-10-10,417
Slovenia,SVN,2021-10-11,422
Slovenia,SVN,2021-10-12,428
Slovenia,SVN,2021-10-13,420
Slovenia,SVN,2021-10-14,406
Slovenia,SVN,2021-10-15,403
Slovenia,SVN,2021-10-16,398
Slovenia,SVN,2021-10-17,411
Slovenia,SVN,2021-10-18,418
Slovenia,SVN,2021-10-19,421
Slovenia,SVN,2021-10-20,427
Slovenia,SVN,2021-10-21,421
Slovenia,SVN,2021-10-22,440
Slovenia,SVN,2021-10-23,455
Slovenia,SVN,2021-10-24,475
Slovenia,SVN,2021-10-25,493
Slovenia,SVN,2021-10-26,510
Slovenia,SVN,2021-10-27,526
Slovenia,SVN,2021-10-28,547
Slovenia,SVN,2021-10-29,558
Slovenia,SVN,2021-10-30,567
Slovenia,SVN,2021-10-31,577
Slovenia,SVN,2021-11-01,603
Slovenia,SVN,2021-11-02,634
Slovenia,SVN,2021-11-03,670
Slovenia,SVN,2021-11-04,735
Slovenia,SVN,2021-11-05,761
Slovenia,SVN,2021-11-06,748
Slovenia,SVN,2021-11-07,797
Slovenia,SVN,2021-11-08,843
Slovenia,SVN,2021-11-09,874
Slovenia,SVN,2021-11-10,889
Slovenia,SVN,2021-11-11,920
Slovenia,SVN,2021-11-12,954
Slovenia,SVN,2021-11-13,981
Slovenia,SVN,2021-11-14,990
Slovenia,SVN,2021-11-15,1008
Slovenia,SVN,2021-11-16,1074
Slovenia,SVN,2021-11-17,1095
Slovenia,SVN,2021-11-18,1104
Slovenia,SVN,2021-11-19,1127
Slovenia,SVN,2021-11-20,1106
Slovenia,SVN,2021-11-21,1126
Slovenia,SVN,2021-11-22,1162
Slovenia,SVN,2021-11-23,1153
Slovenia,SVN,2021-11-24,1168
Slovenia,SVN,2021-11-25,1145
Slovenia,SVN,2021-11-26,1137
Slovenia,SVN,2021-11-27,1120
Slovenia,SVN,2021-11-28,1140
Slovenia,SVN,2021-11-29,1156
Slovenia,SVN,2021-11-30,1128
Slovenia,SVN,2021-12-01,1107
Slovenia,SVN,2021-12-02,1087
Slovenia,SVN,2021-12-03,1059
Slovenia,SVN,2021-12-04,1029
Slovenia,SVN,2021-12-05,1034
Slovenia,SVN,2021-12-06,1050
Slovenia,SVN,2021-12-07,1005
Slovenia,SVN,2021-12-08,963
Slovenia,SVN,2021-12-09,948
Slovenia,SVN,2021-12-10,914
Slovenia,SVN,2021-12-11,909
Slovenia,SVN,2021-12-12,883
Slovenia,SVN,2021-12-13,874
Slovenia,SVN,2021-12-14,817
Slovenia,SVN,2021-12-15,804
Slovenia,SVN,2021-12-16,776
Slovenia,SVN,2021-12-17,746
Slovenia,SVN,2021-12-18,703
Slovenia,SVN,2021-12-19,701
Slovenia,SVN,2021-12-20,696
Slovenia,SVN,2021-12-21,665
Slovenia,SVN,2021-12-22,649
Slovenia,SVN,2021-12-23,624
Slovenia,SVN,2021-12-24,614
Slovenia,SVN,2021-12-25,580
Slovenia,SVN,2021-12-26,577
Slovenia,SVN,2021-12-27,592
Slovenia,SVN,2021-12-28,586
Slovenia,SVN,2021-12-29,572
Slovenia,SVN,2021-12-30,574
Slovenia,SVN,2021-12-31,553
Slovenia,SVN,2022-01-01,532
Slovenia,SVN,2022-01-02,533
Slovenia,SVN,2022-01-03,548
Slovenia,SVN,2022-01-04,531
Slovenia,SVN,2022-01-05,542
Slovenia,SVN,2022-01-06,550
Slovenia,SVN,2022-01-07,547
Slovenia,SVN,2022-01-08,538
Slovenia,SVN,2022-01-09,537
Slovenia,SVN,2022-01-10,572
Slovenia,SVN,2022-01-11,553
Slovenia,SVN,2022-01-12,538
Slovenia,SVN,2022-01-13,527
Slovenia,SVN,2022-01-14,524
Slovenia,SVN,2022-01-15,514
Slovenia,SVN,2022-01-16,549
Slovenia,SVN,2022-01-17,566
Slovenia,SVN,2022-01-18,575
Slovenia,SVN,2022-01-19,566
Slovenia,SVN,2022-01-20,580
Slovenia,SVN,2022-01-21,599
Slovenia,SVN,2022-01-22,601
Slovenia,SVN,2022-01-23,608
Slovenia,SVN,2022-01-24,619
Slovenia,SVN,2022-01-25,632
Slovenia,SVN,2022-01-26,656
Slovenia,SVN,2022-01-27,684
Slovenia,SVN,2022-01-28,693
Slovenia,SVN,2022-01-29,698
Slovenia,SVN,2022-01-30,711
Slovenia,SVN,2022-01-31,770
Slovenia,SVN,2022-02-01,772
Slovenia,SVN,2022-02-02,783
Slovenia,SVN,2022-02-03,781
Slovenia,SVN,2022-02-04,779
Slovenia,SVN,2022-02-05,746
Slovenia,SVN,2022-02-06,767
Slovenia,SVN,2022-02-07,780
Slovenia,SVN,2022-02-08,804
Slovenia,SVN,2022-02-09,812
Slovenia,SVN,2022-02-10,789
Slovenia,SVN,2022-02-11,791
Slovenia,SVN,2022-02-12,774
Slovenia,SVN,2022-02-13,782
Slovenia,SVN,2022-02-14,794
Slovenia,SVN,2022-02-15,770
Slovenia,SVN,2022-02-16,756
Slovenia,SVN,2022-02-17,736
Slovenia,SVN,2022-02-18,704
Slovenia,SVN,2022-02-19,689
Slovenia,SVN,2022-02-20,703
Slovenia,SVN,2022-02-21,702
Slovenia,SVN,2022-02-22,693
Slovenia,SVN,2022-02-23,662
Slovenia,SVN,2022-02-24,638
Slovenia,SVN,2022-02-25,595
Slovenia,SVN,2022-02-26,538
Slovenia,SVN,2022-02-27,526
Slovenia,SVN,2022-02-28,520
Slovenia,SVN,2022-03-01,489
Slovenia,SVN,2022-03-02,469
Slovenia,SVN,2022-03-03,433
Slovenia,SVN,2022-03-04,404
Slovenia,SVN,2022-03-05,369
Slovenia,SVN,2022-03-06,375
Slovenia,SVN,2022-03-07,383
Slovenia,SVN,2022-03-08,373
Slovenia,SVN,2022-03-09,358
Slovenia,SVN,2022-03-10,341
Slovenia,SVN,2022-03-11,332
Slovenia,SVN,2022-03-12,324
Slovenia,SVN,2022-03-13,326
Slovenia,SVN,2022-03-14,320
Slovenia,SVN,2022-03-15,303
Slovenia,SVN,2022-03-16,291
Slovenia,SVN,2022-03-17,280
Slovenia,SVN,2022-03-18,278
Slovenia,SVN,2022-03-19,283
Slovenia,SVN,2022-03-20,285
Slovenia,SVN,2022-03-21,297
Slovenia,SVN,2022-03-22,297
Slovenia,SVN,2022-03-23,287
Slovenia,SVN,2022-03-24,285
Slovenia,SVN,2022-03-25,292
Slovenia,SVN,2022-03-26,277
Slovenia,SVN,2022-03-27,295
Slovenia,SVN,2022-03-28,307
Slovenia,SVN,2022-03-29,303
Slovenia,SVN,2022-03-30,300
Slovenia,SVN,2022-03-31,301
Slovenia,SVN,2022-04-01,290
Slovenia,SVN,2022-04-02,265
Slovenia,SVN,2022-04-03,275
South Korea,KOR,2022-02-28,19693
South Korea,KOR,2022-03-05,18249
South Korea,KOR,2022-03-08,19200
South Korea,KOR,2022-03-14,22810
South Korea,KOR,2022-03-15,22405
South Korea,KOR,2022-03-21,22715
South Korea,KOR,2022-03-28,21977
South Korea,KOR,2022-04-01,20326
Spain,ESP,2020-08-01,2083
Spain,ESP,2020-08-02,2325
Spain,ESP,2020-08-03,2370
Spain,ESP,2020-08-04,2405
Spain,ESP,2020-08-05,2514
Spain,ESP,2020-08-06,2756
Spain,ESP,2020-08-07,2659
Spain,ESP,2020-08-08,2630
Spain,ESP,2020-08-09,3084
Spain,ESP,2020-08-10,2975
Spain,ESP,2020-08-11,3054
Spain,ESP,2020-08-12,3203
Spain,ESP,2020-08-13,3319
Spain,ESP,2020-08-14,3346
Spain,ESP,2020-08-15,3409
Spain,ESP,2020-08-16,3842
Spain,ESP,2020-08-17,4190
Spain,ESP,2020-08-18,4157
Spain,ESP,2020-08-19,4292
Spain,ESP,2020-08-20,4354
Spain,ESP,2020-08-21,4340
Spain,ESP,2020-08-22,4405
Spain,ESP,2020-08-23,4964
Spain,ESP,2020-08-24,5245
Spain,ESP,2020-08-25,5431
Spain,ESP,2020-08-26,5430
Spain,ESP,2020-08-27,5753
Spain,ESP,2020-08-28,5666
Spain,ESP,2020-08-29,5725
